,Unnamed: 0.1,Unnamed: 0,index,road,km,type,name,length,condition,lat,lon,model_type,geometry,FLOODCAT,CycloonCat
1375,1594,1594,1547,N207,51.994,Box Culvert,SHAMPASHI CULVERT,12.1,A,24.5234148255102,91.7312901459183,bridge,POINT (91.7312901459183 24.5234148255102),2,1
1376,1595,1595,1548,N207,53.166,Slab Culvert,Kamalpur culvert,1.5,A,24.5330325989878,91.7338338072874,bridge,POINT (91.7338338072874 24.5330325989878),2,1
1377,1596,1596,1549,N207,56.3,Steel Beam & RCC Slab,KHALISPUR BRIDE,19.6,A,24.5590697078014,91.725062151773,bridge,POINT (91.725062151773 24.5590697078014),2,1
1378,1597,1597,1550,N207,56.845,Box Culvert,KHALESPUR,14.0,A,24.5635737690909,91.7225902527272,bridge,POINT (91.7225902527272 24.5635737690909),2,1
1379,1598,1598,1551,N207,60.035,Box Culvert,BAHUR BAG,4.5,A,24.5775646793522,91.7076751692307,bridge,POINT (91.7076751692307 24.5775646793522),2,1
1380,1599,1599,1552,N207,61.245,RCC Girder Bridge,Kamarkhali Bridge,61.6,C,24.5768487388625,91.6961702597156,bridge,POINT (91.6961702597156 24.5768487388625),2,1
1381,1600,1600,1553,N207,61.306,RCC Bridge,BAROAGE BOX CULVERT,7.2,A,24.5767403265402,91.695588056635,bridge,POINT (91.695588056635 24.5767403265402),2,1
1382,1601,1601,1554,N207,61.698,Box Culvert,GORA KHAL BOX CULVERT,3.5,A,24.5761574724489,91.6920053520408,bridge,POINT (91.6920053520408 24.5761574724489),2,1
1383,1602,1602,1555,N207,62.585,Steel Beam & RCC Slab,Sadhupati Bridge,13.2,A,24.581026166714,91.6874648426742,bridge,POINT (91.6874648426742 24.581026166714),2,1
1384,1603,1603,1556,N207,63.68,Steel Beam & RCC Slab,Borak Bridge,101.6,B,24.5895319899159,91.683912972549,bridge,POINT (91.683912972549 24.5895319899159),2,1
1385,1604,1604,1557,N207,64.349,Box Culvert,KHALARGON BOX CULVERT,18.4,B,24.5945575831216,91.6813553397459,bridge,POINT (91.6813553397459 24.5945575831216),2,1
1386,1605,1605,1558,N207,65.76,Box Culvert,DAUDPUR BOX CULVERT,3.0,A,24.607155034729,91.6795897298029,bridge,POINT (91.6795897298029 24.607155034729),2,1
1387,1606,1606,1559,N207,67.56,Box Culvert,MIRZAPUR BOX CULVERT,6.0,A,24.6226280342105,91.6780914421052,bridge,POINT (91.6780914421052 24.6226280342105),2,1
1388,1607,1607,3511,N207,67.985,sourcesink,sourcesink,0.0,,24.6263327,91.6775271,sourcesink,POINT (91.6775271 24.6263327),2,1
1389,1608,1608,24,N208,0.0,sourcesink,sourcesink,0.0,,24.4713604,91.7655556,sourcesink,POINT (91.7655556 24.4713604),2,1
1390,1609,1609,1560,N208,0.65,Box Culvert,RATAULI BOX CULVERT,6.0,A,24.47419518,91.770249575,bridge,POINT (91.770249575 24.47419518),2,1
1391,1610,1610,1561,N208,0.907,Box Culvert,NAYANAGAR BOX CULVERT,1.5,A,24.4753160084,91.7721055005,bridge,POINT (91.7721055005 24.4753160084),2,1
1392,1611,1611,1562,N208,1.303,Box Culvert,BONOVITI BOX CULVERT,1.5,A,24.4756387468852,91.7757850455737,bridge,POINT (91.7757850455737 24.4756387468852),2,1
1393,1612,1612,1563,N208,2.345,Box Culvert,PURBO SULTANPUR CULVERT,18.0,A,24.483871294499,91.7769872719057,bridge,POINT (91.7769872719057 24.483871294499),2,1
1394,1613,1613,1564,N208,3.478,PC Girder Bridge,Monu Bridge,137.4,B,24.4935009116129,91.7742413077419,bridge,POINT (91.7742413077419 24.4935009116129),2,1
1395,1614,1614,1565,N208,4.01,Box Culvert,CHANALE BOX CULVERT,1.0,A,24.4979334662316,91.7735831319739,bridge,POINT (91.7735831319739 24.4979334662316),2,1
1396,1615,1615,1566,N208,4.573,Box Culvert,ISLAMPUR CULVERT,8.5,A,24.5004594350734,91.7783028721044,bridge,POINT (91.7783028721044 24.5004594350734),2,1
1397,1616,1616,1567,N208,5.35,Box Culvert,ISLAMPUR BOX CULVERT,9.5,A,24.5027170428198,91.7856329349869,bridge,POINT (91.7856329349869 24.5027170428198),2,1
1398,1617,1617,1568,N208,5.82,Box Culvert,RAISREE CULVERT,2.5,A,24.503549793446,91.7901272894291,bridge,POINT (91.7901272894291 24.503549793446),2,1
1399,1618,1618,1569,N208,6.48,Box Culvert,RAISREE SETU BOX CULVERT,18.0,A,24.5032282206521,91.7965518565217,bridge,POINT (91.7965518565217 24.5032282206521),2,1
1400,1619,1619,1570,N208,6.905,Box Culvert,TALTOLA BOX CULVERT,14.0,A,24.5027773288135,91.800799438983,bridge,POINT (91.800799438983 24.5027773288135),2,1
1401,1620,1620,1571,N208,8.545,Box Culvert,KADOM HATE BOX CULVERT,12.5,A,24.5008222457142,91.8163581428571,bridge,POINT (91.8163581428571 24.5008222457142),2,1
1402,1621,1621,1572,N208,9.392,PC Girder Bridge,Longuchhara Bridge,37.3,B,24.5036395581784,91.8240557973977,bridge,POINT (91.8240557973977 24.5036395581784),2,1
1403,1622,1622,1573,N208,9.883,Box Culvert,ASRAKAPUL BOX CULVERT,9.3,A,24.505384690909,91.8284580818181,bridge,POINT (91.8284580818181 24.505384690909),2,1
1404,1623,1623,1574,N208,10.225,Box Culvert,MOLAL BOX CULVERT,2.1,A,24.5064815761061,91.8316343176991,bridge,POINT (91.8316343176991 24.5064815761061),2,1
1405,1624,1624,1575,N208,11.422,Box Culvert,CHATURACAHEL BOX CULVERT,3.0,A,24.5124195867507,91.8414623375394,bridge,POINT (91.8414623375394 24.5124195867507),2,1
1406,1625,1625,1576,N208,11.592,Box Culvert,Chatura Box Culvert,1.6,A,24.5132529514792,91.8428236230769,bridge,POINT (91.8428236230769 24.5132529514792),2,1
1407,1626,1626,1577,N208,12.1,Box Culvert,GOBINDO PATI BOX CULVERT,12.4,A,24.5157072131147,91.8469537032786,bridge,POINT (91.8469537032786 24.5157072131147),2,1
1408,1627,1627,1578,N208,13.395,Box Culvert,GOBINDO PATI BOX CULVERT,3.0,A,24.5179152855365,91.8593221256609,bridge,POINT (91.8593221256609 24.5179152855365),2,1
1409,1628,1628,1579,N208,14.201,Box Culvert,MOYNAR DOKAN BOX CULVERT,6.0,B,24.5236022391774,91.8637972337662,bridge,POINT (91.8637972337662 24.5236022391774),2,1
1410,1629,1629,1580,N208,14.534,Box Culvert,MAHASOHOSRO BOX CULVERT,13.4,A,24.5262117229166,91.8653194604166,bridge,POINT (91.8653194604166 24.5262117229166),2,1
1411,1630,1630,1581,N208,15.445,Box Culvert,PONIGRAM BOX CULVERT,8.25,A,24.5335874383177,91.8690842406542,bridge,POINT (91.8690842406542 24.5335874383177),0,1
1412,1631,1631,1582,N208,15.613,Box Culvert,PONNIGRAM BOX CULVERT,12.45,B,24.5350313139534,91.8694340488372,bridge,POINT (91.8694340488372 24.5350313139534),0,1
1413,1632,1632,1583,N208,16.456,Box Culvert,VINAAJURI BOX CULVERT,9.25,A,24.5409933507812,91.8740851398437,bridge,POINT (91.8740851398437 24.5409933507812),0,1
1414,1633,1633,1584,N208,16.86,Box Culvert,CHODURI BARI BOX CULVERT,11.2,A,24.5437635299019,91.8765472294117,bridge,POINT (91.8765472294117 24.5437635299019),0,1
1415,1634,1634,1585,N208,18.446,RCC Girder Bridge,Vonachara Bridge,22.0,C,24.5569153300869,91.8820459853913,bridge,POINT (91.8820459853913 24.5569153300869),0,1
1416,1635,1635,1586,N208,19.649,PC Girder Bridge,Kuchimora Bridge,38.8,A,24.5672186684745,91.8855364854237,bridge,POINT (91.8855364854237 24.5672186684745),0,1
1417,1636,1636,1587,N208,20.16,Box Culvert,TALJURI BOX CULVERT,4.5,A,24.5711453230946,91.8878903540415,bridge,POINT (91.8878903540415 24.5711453230946),0,1
1418,1637,1637,1588,N208,20.291,Box Culvert,TAI JURI BOX CULVERT,14.0,B,24.57221805625,91.88852223125,bridge,POINT (91.88852223125 24.57221805625),0,1
1419,1638,1638,1589,N208,20.79,Box Culvert,BRAMMON GRAM BOX CULVERT,3.0,A,24.576770323622,91.8903201307086,bridge,POINT (91.8903201307086 24.576770323622),0,1
1420,1639,1639,1590,N208,22.111,RCC Girder Bridge,KARIMPUR BOX CULVERT,3.1,B,24.58737143206,91.8945694766712,bridge,POINT (91.8945694766712 24.58737143206),0,1
1421,1640,1640,1591,N208,22.286,Box Culvert,KARIMPUR BOX CULVERT,3.1,A,24.5888742039325,91.8950645921348,bridge,POINT (91.8950645921348 24.5888742039325),0,1
1422,1641,1641,1592,N208,22.725,Box Culvert,KARIMPUR BOX CULVERT,3.1,A,24.5923768999999,91.8975248802325,bridge,POINT (91.8975248802325 24.5923768999999),0,1
1423,1642,1642,1593,N208,23.005,Box Culvert,KARIMPUR BOX CULVERT,3.1,A,24.594668972455,91.8983419958083,bridge,POINT (91.8983419958083 24.594668972455),0,1
1424,1643,1643,1594,N208,23.127,Box Culvert,GOYESPUR,9.5,A,24.595673463473,91.898555057485,bridge,POINT (91.898555057485 24.595673463473),0,1
1425,1644,1644,1595,N208,23.646,RCC Girder Bridge,Kutalpur Bridge,10.3,C,24.5999345760869,91.8998952804347,bridge,POINT (91.8998952804347 24.5999345760869),0,1
1426,1645,1645,1596,N208,24.06,Box Culvert,TIKERPAR BOX CULVERT,4.5,A,24.6033544798099,91.9013600653206,bridge,POINT (91.9013600653206 24.6033544798099),0,1
1427,1646,1646,1597,N208,24.464,Box Culvert,TIKERPAR BOX CULVERT,3.0,B,24.6067137696498,91.9029680929961,bridge,POINT (91.9029680929961 24.6067137696498),0,1
1428,1647,1647,1598,N208,24.89,RCC Girder Bridge,Damai Bridge,41.55,D,24.6102586909297,91.9043834297052,bridge,POINT (91.9043834297052 24.6102586909297),0,1
1429,1648,1648,1599,N208,25.092,Box Culvert,CHAN BAG CULVERT,3.0,B,24.6119214999999,91.9050254043478,bridge,POINT (91.9050254043478 24.6119214999999),0,1
1430,1649,1649,1600,N208,25.375,Box Culvert,UTTAR BAG BOX CULVERT,3.0,A,24.6141944615384,91.9059871615384,bridge,POINT (91.9059871615384 24.6141944615384),0,1
1431,1650,1650,1601,N208,26.235,Box Culvert,KALAMOA BOX CULVERT,3.0,B,24.6217277330264,91.9075444319908,bridge,POINT (91.9075444319908 24.6217277330264),0,1
1432,1651,1651,1602,N208,26.39,RCC Girder Bridge,Motoppur Bridge,31.1,B,24.6231050034522,91.9077574901035,bridge,POINT (91.9077574901035 24.6231050034522),0,1
1433,1652,1652,1603,N208,26.777,Box Culvert,RAJAPUR BOX CULVERT,4.5,A,24.6285424533596,91.9091511108695,bridge,POINT (91.9091511108695 24.6285424533596),0,1
1434,1653,1653,1604,N208,27.005,Box Culvert,RAJAPUR BOX CULVERT,1.5,B,24.6294561656126,91.9094014152174,bridge,POINT (91.9094014152174 24.6294561656126),0,1
1435,1654,1654,1605,N208,27.145,Box Culvert,RAJAPUR BOX CULVERT,3.0,A,24.630017216996,91.9095551108695,bridge,POINT (91.9095551108695 24.630017216996),0,1
1436,1655,1655,1606,N208,27.264,Box Culvert,KHALAI KUL BOX CULVERT,4.5,A,24.6307483918367,91.9094825938775,bridge,POINT (91.9094825938775 24.6307483918367),0,1
1437,1656,1656,1607,N208,27.608,Box Culvert,KHALAI KUL BOX CULVERT,4.6,A,24.6332769196969,91.9114408118181,bridge,POINT (91.9114408118181 24.6332769196969),0,1
1438,1657,1657,1608,N208,27.905,Box Culvert,HOLDIKUL BOX CULVERT,4.6,A,24.6350410278145,91.9134225609271,bridge,POINT (91.9134225609271 24.6350410278145),0,1
1439,1658,1658,1609,N208,28.175,Box Culvert,LALA PUR BOX CULVERT,3.0,B,24.637081747826,91.9146634043478,bridge,POINT (91.9146634043478 24.637081747826),0,1
1440,1659,1659,1610,N208,28.509,Box Culvert,LALAPUR BOX CULVERT,4.6,A,24.6400450955947,91.9158721621145,bridge,POINT (91.9158721621145 24.6400450955947),0,1
1441,1660,1660,1611,N208,28.61,Box Culvert,LALAPUR BOX CULVERT,3.0,A,24.6409225942731,91.9160698907489,bridge,POINT (91.9160698907489 24.6409225942731),0,1
1442,1661,1661,1612,N208,28.867,RCC Bridge,Lalapur Bridge,29.0,A,24.6431427767441,91.9164382294573,bridge,POINT (91.9164382294573 24.6431427767441),0,1
1443,1662,1662,1613,N208,29.301,Box Culvert,CHILARCHOK CULVERT,4.6,A,24.6468765480314,91.9174339149606,bridge,POINT (91.9174339149606 24.6468765480314),0,1
1444,1663,1663,1614,N208,29.804,Box Culvert,CHILAR CHOK BOX CULVERT,3.0,A,24.6503032980079,91.9202693561753,bridge,POINT (91.9202693561753 24.6503032980079),0,1
1445,1664,1664,1615,N208,30.195,Box Culvert,MIRZAPUR BOX CULVERT,3.0,A,24.6527586526315,91.9228228581453,bridge,POINT (91.9228228581453 24.6527586526315),0,1
1446,1665,1665,1616,N208,30.365,Box Culvert,Mirzapur box culvert,6.0,A,24.6539540210526,91.9237105223057,bridge,POINT (91.9237105223057 24.6539540210526),0,1
1447,1666,1666,1617,N208,30.58,Box Culvert,MIRJAPUR BOX CULVERT,3.0,A,24.6556954305084,91.9243298059322,bridge,POINT (91.9243298059322 24.6556954305084),2,1
1448,1667,1667,1618,N208,30.874,Box Culvert,Mirzapur box culvert,3.0,A,24.6580180704318,91.9254406734219,bridge,POINT (91.9254406734219 24.6580180704318),0,1
1449,1668,1668,1619,N208,31.355,Box Culvert,Kacha bahor,6.0,A,24.6620571797507,91.9257106676012,bridge,POINT (91.9257106676012 24.6620571797507),2,1
1450,1669,1669,1620,N208,31.61,Box Culvert,PALBARI CULVERT,3.0,A,24.6643521003115,91.9257768404984,bridge,POINT (91.9257768404984 24.6643521003115),2,1
1451,1670,1670,1621,N208,31.804,RCC Girder Bridge,Palbari Bridge,25.8,A,24.6661266236947,91.92633687751,bridge,POINT (91.92633687751 24.6661266236947),2,1
1452,1671,1671,1622,N208,32.046,Box Culvert,Karmada culvert,3.0,A,24.6678742220689,91.9273322820689,bridge,POINT (91.9273322820689 24.6678742220689),2,1
1453,1672,1672,1623,N208,32.435,Box Culvert,KARMADA BOX CULVERT,3.0,A,24.6710678535533,91.9287101637055,bridge,POINT (91.9287101637055 24.6710678535533),0,1
1454,1673,1673,1624,N208,33.274,Box Culvert,FARIDPUR CULVERT,3.0,A,24.678420522408,91.9300950531772,bridge,POINT (91.9300950531772 24.678420522408),2,1
1455,1674,1674,1625,N208,33.478,Box Culvert,FARIDPURBOX CULVERT,4.6,A,24.6802589103678,91.9302276872909,bridge,POINT (91.9302276872909 24.6802589103678),2,1
1456,1675,1675,1626,N208,33.711,Box Culvert,FARIDPUR BOX CULVERT,3.0,A,24.6823478395121,91.9303621863414,bridge,POINT (91.9303621863414 24.6823478395121),2,1
1457,1676,1676,1627,N208,33.83,Box Culvert,FARIDPUR BOX CULVERT,4.6,A,24.6834043656903,91.9304212046025,bridge,POINT (91.9304212046025 24.6834043656903),2,1
1458,1677,1677,1628,N208,34.11,Box Culvert,LUTPURBOX CULVERT,6.0,C,24.685883104918,91.9306523360655,bridge,POINT (91.9306523360655 24.685883104918),2,1
1459,1678,1678,1629,N208,34.255,Box Culvert,IUTPUR BOX CULVERT,3.0,A,24.6870829666666,91.9309900888888,bridge,POINT (91.9309900888888 24.6870829666666),2,1
1460,1679,1679,1630,N208,34.448,Box Culvert,NURPUR CULVERT,3.0,A,24.6884378858823,91.9313927788235,bridge,POINT (91.9313927788235 24.6884378858823),2,1
1461,1680,1680,1631,N208,34.604,Box Culvert,NURPUR BOX CULVERT,6.0,A,24.6900430914572,91.9318413633165,bridge,POINT (91.9318413633165 24.6900430914572),2,1
1462,1681,1681,1632,N208,34.792,Box Culvert,NURPUR,6.0,A,24.6915715406451,91.9324731877419,bridge,POINT (91.9324731877419 24.6915715406451),2,1
1463,1682,1682,1633,N208,35.024,Box Culvert,Kushiara culvert,6.1,A,24.6933711314049,91.933520507438,bridge,POINT (91.933520507438 24.6933711314049),2,1
1464,1683,1683,1634,N208,35.07,PC Girder Bridge,KUSIARA BRIDGE,257.6,A,24.6937432846153,91.9334248307692,bridge,POINT (91.9334248307692 24.6937432846153),2,1
1465,1684,1684,1635,N208,36.154,Box Culvert,MOLIKPUR BOX CULVERT,19.0,B,24.7025746324324,91.9290493339527,bridge,POINT (91.9290493339527 24.7025746324324),8,1
1466,1685,1685,1636,N208,37.454,Truss with Steel Deck,Elaspur steal deck,117.0,C,24.7140372792746,91.9284881404145,bridge,POINT (91.9284881404145 24.7140372792746),8,1
1467,1686,1686,1637,N208,39.24,Box Culvert,KALPARA BOX CULVERT,5.7,A,24.7299004437238,91.9274023165271,bridge,POINT (91.9274023165271 24.7299004437238),8,1
1468,1687,1687,1638,N208,40.246,RCC Girder Bridge,Kutalpur Bridge,89.45,B,24.7385651742105,91.9246244167368,bridge,POINT (91.9246244167368 24.7385651742105),8,1
1469,1688,1688,1639,N208,40.854,RCC Girder Bridge,Kutalpur Bridge,12.0,B,24.7440140336192,91.9226249174957,bridge,POINT (91.9226249174957 24.7440140336192),8,1
1470,1689,1689,1640,N208,41.766,RCC Girder Bridge,Kutalpur Bridge,36.4,B,24.7514980282296,91.9199961492823,bridge,POINT (91.9199961492823 24.7514980282296),8,1
1471,1690,1690,1641,N208,43.436,RCC Girder Bridge,Dharampur Bridge,29.7,A,24.7659215057,91.9151637269,bridge,POINT (91.9151637269 24.7659215057),2,1
1472,1691,1691,1642,N208,44.53,RCC Girder Bridge,Hajiganj Bridge,28.8,A,24.775450445297,91.912933685891,bridge,POINT (91.912933685891 24.775450445297),2,1
1473,1692,1692,1643,N208,45.428,Box Culvert,HAJIGONJ,1.5,A,24.783233574037,91.9104531212553,bridge,POINT (91.9104531212553 24.783233574037),2,1
1474,1693,1693,1644,N208,46.1,RCC Girder Bridge,Mahmudabad Bridge,29.2,C,24.7892091882352,91.9096244911764,bridge,POINT (91.9096244911764 24.7892091882352),2,1
1475,1694,1694,1645,N208,47.38,RCC Girder Bridge,Mogla Bazar Bridge,20.8,A,24.8001608595,91.91226345,bridge,POINT (91.91226345 24.8001608595),2,1
1476,1695,1695,1646,N208,50.39,Box Culvert,NAIKHAI BOX CULVERT,3.0,A,24.8243342277777,91.9014922777777,bridge,POINT (91.9014922777777 24.8243342277777),2,0
1477,1696,1696,1647,N208,51.311,RCC Girder Bridge,Jalker Kandi Bridge,32.0,B,24.831194277922,91.899333612987,bridge,POINT (91.899333612987 24.831194277922),2,0
1478,1697,1697,1648,N208,55.04,Box Culvert,SIB BARI BOX CULVERT,3.0,A,24.8586061783783,91.8850362789189,bridge,POINT (91.8850362789189 24.8586061783783),2,0
1479,1698,1698,1649,N208,57.089,Box Culvert,KADAM TALI BOX CULVERT,5.6,B,24.8780833333333,91.8753333333333,bridge,POINT (91.8753333333333 24.8780833333333),2,0
1480,1699,1699,3688,N208,57.495,sourcesink,sourcesink,0.0,,24.8775549,91.8753604,sourcesink,POINT (91.8753604 24.8775549),2,0
1481,3400,3400,78,N8,0.0,sourcesink,sourcesink,0.0,,23.7021389,90.4353608,sourcesink,POINT (90.4353608 23.7021389),0,2
1482,3401,3401,3243,N8,2.587,PC Girder Bridge,PASTOGOLA BRIDGE,847.9,B,23.6839104773109,90.4233107462184,bridge,POINT (90.4233107462184 23.6839104773109),0,2
1483,3402,3402,3244,N8,4.591,Box Culvert,EQURIA CULVERT,6.1,C,23.675992885849,90.4066694429245,bridge,POINT (90.4066694429245 23.675992885849),3,2
1484,3403,3403,3245,N8,5.113,Box Culvert,TAHORIA CUL,5.5,A,23.6729410131147,90.4027918852459,bridge,POINT (90.4027918852459 23.6729410131147),3,2
1485,3404,3404,3246,N8,5.358,Box Culvert,THAHORIA CUL,10.4,A,23.6714812697674,90.4008882023255,bridge,POINT (90.4008882023255 23.6714812697674),3,2
1486,3405,3405,3247,N8,5.686,Box Culvert,THAGORIA BRIDGE,10.5,A,23.6695619207792,90.3984643987013,bridge,POINT (90.3984643987013 23.6695619207792),3,2
1487,3406,3406,3248,N8,6.991,Box Culvert,MOLLABARI CUL,6.1,A,23.6629603945205,90.3882108602739,bridge,POINT (90.3882108602739 23.6629603945205),3,2
1488,3407,3407,3249,N8,7.785,Truss with RCC Slab,BAGOR BRIDGE,60.7,C,23.6622628610983,90.3808830910755,bridge,POINT (90.3808830910755 23.6622628610983),3,2
1489,3408,3408,3250,N8,8.284,Box Culvert,RAZENDROPOR CUL,3.0,A,23.6617869823529,90.3759257738823,bridge,POINT (90.3759257738823 23.6617869823529),3,2
1490,3409,3409,3251,N8,8.717,Box Culvert,RAZENDRO PUR CUL,10.4,A,23.6614049235294,90.3716806928235,bridge,POINT (90.3716806928235 23.6614049235294),3,2
1491,3410,3410,3252,N8,8.966,Box Culvert,KODOMPUR CULVERT (1,10.4,A,23.661185217647,90.3692395261176,bridge,POINT (90.3692395261176 23.661185217647),3,2
1492,3411,3411,3253,N8,9.874,Box Culvert,KODAMMPUR BOX CULVERT,10.6,A,23.6603615113513,90.3604194248648,bridge,POINT (90.3604194248648 23.6603615113513),3,2
1493,3412,3412,3254,N8,10.279,Box Culvert,ABDULLAPUR BOX CULVERT,8.3,A,23.6599484436363,90.3564848072727,bridge,POINT (90.3564848072727 23.6599484436363),3,2
1494,3413,3413,3255,N8,11.053,Steel Beam & RCC Slab,Abdullahpur Bridge,54.66,A,23.6553930802646,90.3519638829106,bridge,POINT (90.3519638829106 23.6553930802646),3,2
1495,3414,3414,3256,N8,12.016,Box Culvert,VAWARVITY,8.3,A,23.6471908128,90.3494890856,bridge,POINT (90.3494890856 23.6471908128),3,2
1496,3415,3415,3257,N8,13.217,PC Girder Bridge,DHALASHARI BRIDGE(1,260.0,B,23.6368512851428,90.3461733285714,bridge,POINT (90.3461733285714 23.6368512851428),3,2
1497,3416,3416,3258,N8,13.834,PC Girder Bridge,DHALASHARI BRIDGE(2,382.2,C,23.63161481761,90.3444039600628,bridge,POINT (90.3444039600628 23.63161481761),3,2
1498,3417,3417,3259,N8,14.589,Box Culvert,KUSIAMRA(1 BOX CULVERT,9.1,A,23.6256951366171,90.3410835243494,bridge,POINT (90.3410835243494 23.6256951366171),3,2
1499,3418,3418,3260,N8,14.913,Truss with RCC Slab,Kuchiamara Bridge,37.5,A,23.6233688469696,90.33913815,bridge,POINT (90.33913815 23.6233688469696),3,2
1500,3419,3419,3261,N8,15.563,Box Culvert,RAMARKHOLA CULVERT,8.4,A,23.6188118464999,90.33514241625,bridge,POINT (90.33514241625 23.6188118464999),2,3
1501,3420,3420,3262,N8,16.432,Box Culvert,NIMTOLA BRIDGE,15.6,A,23.61268439125,90.32979171875,bridge,POINT (90.32979171875 23.61268439125),2,3
1502,3421,3421,3263,N8,16.768,RCC Girder Bridge,Neemtola Bridge,39.0,B,23.61033643375,90.32772085625,bridge,POINT (90.32772085625 23.61033643375),2,3
1503,3422,3422,3264,N8,17.676,Box Culvert,NEEMTOLA CULVERT,8.3,A,23.6039610933333,90.3220715133333,bridge,POINT (90.3220715133333 23.6039610933333),2,3
1504,3423,3423,3265,N8,18.556,PC Girder Bridge,CHALTIPARA BRIDGE,19.9,A,23.597787810989,90.3166743164835,bridge,POINT (90.3166743164835 23.597787810989),2,3
1505,3424,3424,3266,N8,19.484,PC Girder Bridge,HASHARA BRIDGE,19.9,A,23.5908846112554,90.311614573593,bridge,POINT (90.311614573593 23.5908846112554),2,3
1506,3425,3425,3267,N8,20.514,Steel Beam & RCC Slab,Hashara-2 Bridge,46.5,A,23.58261653,90.3070945068965,bridge,POINT (90.3070945068965 23.58261653),2,3
1507,3426,3426,3268,N8,21.631,PC Girder Bridge,Kewatkhali Bridge,19.9,A,23.5731730582969,90.3034478890829,bridge,POINT (90.3034478890829 23.5731730582969),2,3
1508,3427,3427,3269,N8,22.516,PC Girder Bridge,KAWAT KHALI 2 BRIDHE,19.9,A,23.566024446,90.299518032,bridge,POINT (90.299518032 23.566024446),2,3
1509,3428,3428,3270,N8,22.984,Steel Beam & RCC Slab,UMPARA BRIDGE,46.5,A,23.5620400683923,90.298665452316,bridge,POINT (90.298665452316 23.5620400683923),2,3
1510,3429,3429,3271,N8,23.342,Box Culvert,DOKHIN AMPARA BOX CULVERT,15.7,A,23.5565169467005,90.2989653824873,bridge,POINT (90.2989653824873 23.5565169467005),2,3
1511,3430,3430,3272,N8,23.548,Box Culvert,BAKIRA PARA BOX,9.4,A,23.555413173604,90.2991977598984,bridge,POINT (90.2991977598984 23.555413173604),2,3
1512,3431,3431,3273,N8,23.91,Box Culvert,BAKIRAPARA 2,9.3,A,23.5534735335025,90.2996061124365,bridge,POINT (90.2996061124365 23.5534735335025),2,3
1513,3432,3432,3274,N8,25.259,RCC Girder Bridge,SHOL GHOR-2,16.0,A,23.5426015166666,90.2956801999999,bridge,POINT (90.2956801999999 23.5426015166666),2,3
1514,3433,3433,3275,N8,25.438,RCC Girder Bridge,SHOLGORE - 3,15.4,A,23.5412376201516,90.2947817426869,bridge,POINT (90.2947817426869 23.5412376201516),3,3
1515,3434,3434,3276,N8,25.628,Box Culvert,SHONBARI CUL-1,18.1,A,23.5397852214517,90.2938268228602,bridge,POINT (90.2938268228602 23.5397852214517),3,3
1516,3435,3435,3277,N8,25.7,RCC Girder Bridge,Sonbari Bridge-2,42.5,A,23.5392348387865,90.2934649585048,bridge,POINT (90.2934649585048 23.5392348387865),3,3
1517,3436,3436,3278,N8,26.12,RCC Girder Bridge,Sonbari Bridge,18.3,A,23.5360242732394,90.2913540830986,bridge,POINT (90.2913540830986 23.5360242732394),3,3
1518,3437,3437,3279,N8,26.324,Box Culvert,SHANBARI CULVERT,10.1,A,23.5342273068085,90.2906237897872,bridge,POINT (90.2906237897872 23.5342273068085),3,3
1519,3438,3438,3280,N8,27.058,Box Culvert,BASGAON STAND CULVERT,6.0,A,23.5281753987234,90.2885632019148,bridge,POINT (90.2885632019148 23.5281753987234),3,3
1520,3439,3439,3281,N8,28.023,RCC Girder Bridge,v,79.5,A,23.5213918536231,90.2823565173913,bridge,POINT (90.2823565173913 23.5213918536231),3,3
1521,3440,3440,3282,N8,28.954,Box Culvert,KAMARKHOLA BOX CULVERT,10.3,A,23.5142661196,90.2782602612,bridge,POINT (90.2782602612 23.5142661196),3,3
1522,3441,3441,3283,N8,31.237,Box Culvert,SHOMOS PUR BOX CULVERT,10.3,A,23.4951512649572,90.2701658523504,bridge,POINT (90.2701658523504 23.4951512649572),3,3
1523,3442,3442,3284,N8,31.758,RCC Girder Bridge,Dogachi Bazar bridge,48.7,B,23.4906174315789,90.2690105180451,bridge,POINT (90.2690105180451 23.4906174315789),3,3
1524,3443,3443,3285,N8,32.546,Box Culvert,DOGACHIBAZAR(2,10.3,A,23.4836184741714,90.2674393553142,bridge,POINT (90.2674393553142 23.4836184741714),1,3
1525,3444,3444,3286,N8,33.212,Box Culvert,KHANBARI BOX CULVERT SARM,10.3,A,23.4777002109826,90.2660924757225,bridge,POINT (90.2660924757225 23.4777002109826),1,3
1526,3445,3445,3287,N8,46.246,Truss with RCC Slab,Shibchar Bridge,41.7,A,23.408484847,90.1724886258,bridge,POINT (90.1724886258 23.408484847),2,3
1527,3446,3446,3288,N8,47.97,Box Culvert,.,4.6,A,23.403026635,90.160249021,bridge,POINT (90.160249021 23.403026635),2,3
1528,3447,3447,3289,N8,48.702,Steel Beam & RCC Slab,Pachchar Bridge,46.0,A,23.4030940018918,90.1493778713513,bridge,POINT (90.1493778713513 23.4030940018918),2,3
1529,3448,3448,3290,N8,49.89,Box Culvert,.,3.6,A,23.401871105,90.137998254,bridge,POINT (90.137998254 23.401871105),2,3
1530,3449,3449,3291,N8,50.669,PC Girder Bridge,.,30.0,A,23.399580889836,90.1308034062295,bridge,POINT (90.1308034062295 23.399580889836),2,3
